,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
2069,Primary and Secondary Syphilis,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,45,5,895512
2070,Primary and Secondary Syphilis,2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,48,5.4,886508
2071,Primary and Secondary Syphilis,2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,14,1.6,875809
2072,Primary and Secondary Syphilis,2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,13,1.5,866602
2073,Primary and Secondary Syphilis,2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.9,858963
2074,Primary and Secondary Syphilis,2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.6,851638
2075,Primary and Secondary Syphilis,2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,843261
2076,Primary and Secondary Syphilis,2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,7,0.8,837127
2077,Primary and Secondary Syphilis,2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,831014
2078,Primary and Secondary Syphilis,2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4,0.5,818871
2079,Primary and Secondary Syphilis,2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,7,0.9,813008
2080,AIDS prevalence,2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,348,38,916433
2081,AIDS prevalence,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,335,37,905520
2082,AIDS prevalence,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,341,38,896324
2083,AIDS prevalence,2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,333,37.5,887690
2084,AIDS prevalence,2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,326,37.2,876889
2085,AIDS prevalence,2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,330,38,867518
2086,AIDS prevalence,2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,320,37.2,859671
2087,AIDS prevalence,2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,315,37,852177
2088,AIDS prevalence,2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,299,35.4,843619
2089,AIDS prevalence,2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,295,35.2,837310
2090,AIDS prevalence,2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,258,31,831036
2091,AIDS prevalence,2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,214,26.1,818891
2092,AIDS prevalence,2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,200,24.6,813046
2093,HIV prevalence,2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,687,75,916433
2094,HIV prevalence,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,661,73,905520
2095,HIV prevalence,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,637,71.1,896324
2096,HIV prevalence,2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,615,69.3,887690
2097,HIV prevalence,2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,575,65.6,876889
2098,HIV prevalence,2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,563,64.9,867518
2099,HIV prevalence,2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,537,62.5,859671
2100,HIV prevalence,2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,524,61.5,852177
2101,HIV prevalence,2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,488,57.8,843619
2102,HIV prevalence,2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,474,56.6,837310
2103,HIV prevalence,2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,419,50.4,831036
2104,HIV prevalence,2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,328,40.1,818891
2105,HIV prevalence,2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,305,37.5,813046
2106,Gonorrhea,2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,3431,215.7,1590638
2107,Gonorrhea,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2966,186.5,1590638
2108,Gonorrhea,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2694,170.4,1580702
2109,Gonorrhea,2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2651,168.8,1570194
2110,Gonorrhea,2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2156,138.2,1560031
2111,Gonorrhea,2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1701,109.9,1547418
2112,Gonorrhea,2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1457,94.8,1537526
2113,Gonorrhea,2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1380,90.5,1524957
2114,Gonorrhea,2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1428,94.3,1514218
2115,Gonorrhea,2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1350,89.8,1503364
2116,Gonorrhea,2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1186,79.4,1494016
2117,Gonorrhea,2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1373,93.6,1467168
2118,Gonorrhea,2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1457,100,1457423
2119,Chlamydia,2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8829,555.1,1590638
2120,Chlamydia,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,9282,583.5,1590638
2121,Chlamydia,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8015,507.1,1580702
2122,Chlamydia,2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8582,546.6,1570194
2123,Chlamydia,2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8186,524.7,1560031
2124,Chlamydia,2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,7950,513.8,1547418
2125,Chlamydia,2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,7482,486.6,1537526
2126,Chlamydia,2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,7281,477.5,1524957
2127,Chlamydia,2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,6728,444.3,1514218
2128,Chlamydia,2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,6758,449.5,1503364
2129,Chlamydia,2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,5111,342.1,1494016
2130,Chlamydia,2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,5419,369.4,1467168
2131,Chlamydia,2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,5557,381.3,1457423
2132,"Early Non-Primary, Non-Secondary Syphilis",2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,50,3.1,1590638
2133,"Early Non-Primary, Non-Secondary Syphilis",2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,46,2.9,1590638
2134,"Early Non-Primary, Non-Secondary Syphilis",2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,37,2.3,1580702
2135,"Early Non-Primary, Non-Secondary Syphilis",2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,26,1.7,1570194
2136,"Early Non-Primary, Non-Secondary Syphilis",2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,19,1.2,1560031
2137,"Early Non-Primary, Non-Secondary Syphilis",2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.3,1547418
2138,"Early Non-Primary, Non-Secondary Syphilis",2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,19,1.2,1537526
2139,"Early Non-Primary, Non-Secondary Syphilis",2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,14,0.9,1524957
2140,"Early Non-Primary, Non-Secondary Syphilis",2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.5,1514218
2141,"Early Non-Primary, Non-Secondary Syphilis",2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,,,1503364
2142,"Early Non-Primary, Non-Secondary Syphilis",2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,,,1494016
2143,"Early Non-Primary, Non-Secondary Syphilis",2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.4,1467168
2144,"Early Non-Primary, Non-Secondary Syphilis",2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,1457423
2145,Primary and Secondary Syphilis,2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,104,6.5,1590638
2146,Primary and Secondary Syphilis,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,135,8.5,1590638
2147,Primary and Secondary Syphilis,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,119,7.5,1580702
2148,Primary and Secondary Syphilis,2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,43,2.7,1570194
2149,Primary and Secondary Syphilis,2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,67,4.3,1560031
2150,Primary and Secondary Syphilis,2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,45,2.9,1547418
2151,Primary and Secondary Syphilis,2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,50,3.3,1537526
2152,Primary and Secondary Syphilis,2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,41,2.7,1524957
2153,Primary and Secondary Syphilis,2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.5,1514218
2154,Primary and Secondary Syphilis,2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,10,0.7,1503364
2155,Primary and Secondary Syphilis,2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,12,0.8,1494016
2156,Primary and Secondary Syphilis,2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.3,1467168
2157,Primary and Secondary Syphilis,2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,15,1,1457423
2158,AIDS prevalence,2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1120,70.2,1595549
2159,AIDS prevalence,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1076,67.7,1588602
2160,AIDS prevalence,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1049,66.4,1580148
2161,AIDS prevalence,2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1043,66.4,1570999
2162,AIDS prevalence,2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1038,66.5,1560831
2163,AIDS prevalence,2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1041,67.2,1548088
2164,AIDS prevalence,2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1017,66.1,1538055
2165,AIDS prevalence,2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,981,64.3,1525389
2166,AIDS prevalence,2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,961,63.5,1514509
2167,AIDS prevalence,2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,959,63.8,1503567
2168,AIDS prevalence,2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,920,61.6,1494058
2169,AIDS prevalence,2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,818,55.8,1467198
2170,AIDS prevalence,2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,778,53.4,1457464
2171,HIV prevalence,2020,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2324,145.7,1595549
2172,HIV prevalence,2019,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2221,139.8,1588602
2173,HIV prevalence,2018,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2159,136.6,1580148
2174,HIV prevalence,2017,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2108,134.2,1570999
2175,HIV prevalence,2016,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,2042,130.8,1560831
2176,HIV prevalence,2015,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1985,128.2,1548088
2177,HIV prevalence,2014,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1929,125.4,1538055
2178,HIV prevalence,2013,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1848,121.1,1525389
2179,HIV prevalence,2012,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1812,119.6,1514509
2180,HIV prevalence,2011,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1777,118.2,1503567
2181,HIV prevalence,2010,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1726,115.5,1494058
2182,HIV prevalence,2009,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1510,102.9,1467198
2183,HIV prevalence,2008,Nebraska,31,Ages 13 years and older,All races/ethnicities,Both sexes,1426,97.8,1457464
2184,Gonorrhea,2020,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,5955,230.7,2581326
2185,Gonorrhea,2019,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,6512,252.3,2581326
2186,Gonorrhea,2018,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,6468,255.6,2530367
2187,Gonorrhea,2017,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,5513,222.5,2477750
2188,Gonorrhea,2016,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,4370,179.8,2430032
2189,Gonorrhea,2015,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,3627,152.1,2385017
2190,Gonorrhea,2014,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,3185,136,2341675
2191,Gonorrhea,2013,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,2709,117.7,2302517
2192,Gonorrhea,2012,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,2263,99.7,2270625
2193,Gonorrhea,2011,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,1993,89.1,2237299
2194,Gonorrhea,2010,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,1720,77.4,2223265
2195,Gonorrhea,2009,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,1718,80.2,2141832
2196,Gonorrhea,2008,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,2167,102.3,2118616
2197,Chlamydia,2020,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,13650,528.8,2581326
2198,Chlamydia,2019,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,17819,690.3,2581326
2199,Chlamydia,2018,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,17494,691.4,2530367
2200,Chlamydia,2017,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,16251,655.9,2477750
2201,Chlamydia,2016,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,14637,602.3,2430032
2202,Chlamydia,2015,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,12913,541.4,2385017
2203,Chlamydia,2014,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,11830,505.2,2341675
2204,Chlamydia,2013,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,11768,511.1,2302517
2205,Chlamydia,2012,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,11129,490.1,2270625
2206,Chlamydia,2011,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,10491,468.9,2237299
2207,Chlamydia,2010,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,9645,433.8,2223265
2208,Chlamydia,2009,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,10028,468.2,2141832
2209,Chlamydia,2008,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,9642,455.1,2118616
2210,"Early Non-Primary, Non-Secondary Syphilis",2020,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,349,13.5,2581326
2211,"Early Non-Primary, Non-Secondary Syphilis",2019,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,522,20.2,2581326
2212,"Early Non-Primary, Non-Secondary Syphilis",2018,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,512,20.2,2530367
2213,"Early Non-Primary, Non-Secondary Syphilis",2017,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,498,20.1,2477750
2214,"Early Non-Primary, Non-Secondary Syphilis",2016,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,510,21,2430032
2215,"Early Non-Primary, Non-Secondary Syphilis",2015,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,439,18.4,2385017
2216,"Early Non-Primary, Non-Secondary Syphilis",2014,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,389,16.6,2341675
2217,"Early Non-Primary, Non-Secondary Syphilis",2013,Nevada,32,Ages 13 years and older,All races/ethnicities,Both sexes,232,10.1,2302517
