Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
AIDS prevalence,2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5495.0,110.7,4962937.0,32626.0,657.3929912872156
AIDS prevalence,2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5276.0,106.9,4934901.0,33145.0,671.6446793968106
HIV prevalence,2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,12864.0,248.7,5173132.0,50021.0,966.9384040461368
HIV prevalence,2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,12782.0,247.9,5156303.0,51434.0,997.4976257213743
HIV prevalence,2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,12537.0,244.0,5137181.0,51133.0,995.3513415236879
HIV prevalence,2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,12221.0,238.7,5119469.0,46666.0,911.5398491523242
HIV prevalence,2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,11931.0,234.1,5097448.0,42968.0,842.9316002831221
HIV prevalence,2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,11677.0,229.9,5079611.0,38402.0,756.0027726532603
HIV prevalence,2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,11314.0,223.5,5061571.0,35927.0,709.799388371713
HIV prevalence,2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,10960.0,217.4,5041204.0,35319.0,700.6064424292292
HIV prevalence,2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,10715.0,213.5,5017798.0,35977.0,716.9878101908446
HIV prevalence,2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,10380.0,207.7,4997429.0,35908.0,718.5294678523696
HIV prevalence,2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,9996.0,200.8,4977183.0,33452.0,672.1070935105259
HIV prevalence,2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,10221.0,205.9,4962937.0,32626.0,657.3929912872156
HIV prevalence,2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,9924.0,201.1,4934901.0,33145.0,671.6446793968106
Gonorrhea,2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,1696.0,187.6,904239.0,5892.0,651.5976417739115
Gonorrhea,2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,1593.0,176.2,904239.0,6419.0,709.8786935754816
Gonorrhea,2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,1179.0,131.7,895512.0,6147.0,686.422962506365
Gonorrhea,2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,779.0,87.9,886508.0,5392.0,608.229141756194
Gonorrhea,2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,867.0,99.0,875809.0,5295.0,604.5838761647802
Gonorrhea,2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,840.0,96.9,866602.0,5026.0,579.9663513354458
Gonorrhea,2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,430.0,50.1,858963.0,4603.0,535.8787281873608
Gonorrhea,2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,224.0,26.3,851638.0,4016.0,471.56186079061763
Gonorrhea,2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,108.0,12.8,843261.0,3930.0,466.047878414868
Gonorrhea,2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,85.0,10.2,837127.0,3464.0,413.79623402422806
Gonorrhea,2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,99.0,11.9,831014.0,3163.0,380.61933974638214
Gonorrhea,2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,80.0,9.8,818871.0,3063.0,374.05159054356545
Gonorrhea,2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,121.0,14.9,813008.0,3211.0,394.9530631924901
Chlamydia,2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4131.0,456.8,904239.0,5892.0,651.5976417739115
Chlamydia,2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4734.0,523.5,904239.0,6419.0,709.8786935754816
Chlamydia,2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4898.0,546.9,895512.0,6147.0,686.422962506365
Chlamydia,2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4542.0,512.3,886508.0,5392.0,608.229141756194
Chlamydia,2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4408.0,503.3,875809.0,5295.0,604.5838761647802
Chlamydia,2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4168.0,481.0,866602.0,5026.0,579.9663513354458
Chlamydia,2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4165.0,484.9,858963.0,4603.0,535.8787281873608
Chlamydia,2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,3787.0,444.7,851638.0,4016.0,471.56186079061763
Chlamydia,2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,3822.0,453.2,843261.0,3930.0,466.047878414868
Chlamydia,2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,3372.0,402.8,837127.0,3464.0,413.79623402422806
Chlamydia,2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,3064.0,368.7,831014.0,3163.0,380.61933974638214
Chlamydia,2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,2979.0,363.8,818871.0,3063.0,374.05159054356545
Chlamydia,2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,3083.0,379.2,813008.0,3211.0,394.9530631924901
"Early Non-Primary, Non-Secondary Syphilis",2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,21.0,2.3,904239.0,5892.0,651.5976417739115
"Early Non-Primary, Non-Secondary Syphilis",2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,25.0,2.8,904239.0,6419.0,709.8786935754816
"Early Non-Primary, Non-Secondary Syphilis",2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,25.0,2.8,895512.0,6147.0,686.422962506365
"Early Non-Primary, Non-Secondary Syphilis",2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,23.0,2.6,886508.0,5392.0,608.229141756194
"Early Non-Primary, Non-Secondary Syphilis",2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,6.0,0.7,875809.0,5295.0,604.5838761647802
"Early Non-Primary, Non-Secondary Syphilis",2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,5.0,0.6,866602.0,5026.0,579.9663513354458
"Early Non-Primary, Non-Secondary Syphilis",2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,858963.0,4603.0,535.8787281873608
"Early Non-Primary, Non-Secondary Syphilis",2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,851638.0,4016.0,471.56186079061763
"Early Non-Primary, Non-Secondary Syphilis",2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,0.0,0.0,843261.0,3930.0,466.047878414868
"Early Non-Primary, Non-Secondary Syphilis",2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,837127.0,3464.0,413.79623402422806
"Early Non-Primary, Non-Secondary Syphilis",2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,831014.0,3163.0,380.61933974638214
"Early Non-Primary, Non-Secondary Syphilis",2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,0.0,0.0,818871.0,3063.0,374.05159054356545
"Early Non-Primary, Non-Secondary Syphilis",2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,813008.0,3211.0,394.9530631924901
Primary and Secondary Syphilis,2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,44.0,4.9,904239.0,5892.0,651.5976417739115
Primary and Secondary Syphilis,2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,67.0,7.4,904239.0,6419.0,709.8786935754816
Primary and Secondary Syphilis,2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,45.0,5.0,895512.0,6147.0,686.422962506365
Primary and Secondary Syphilis,2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,48.0,5.4,886508.0,5392.0,608.229141756194
Primary and Secondary Syphilis,2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,14.0,1.6,875809.0,5295.0,604.5838761647802
Primary and Secondary Syphilis,2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,13.0,1.5,866602.0,5026.0,579.9663513354458
Primary and Secondary Syphilis,2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,8.0,0.9,858963.0,4603.0,535.8787281873608
Primary and Secondary Syphilis,2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,5.0,0.6,851638.0,4016.0,471.56186079061763
Primary and Secondary Syphilis,2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,843261.0,3930.0,466.047878414868
Primary and Secondary Syphilis,2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,7.0,0.8,837127.0,3464.0,413.79623402422806
Primary and Secondary Syphilis,2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,,,831014.0,3163.0,380.61933974638214
Primary and Secondary Syphilis,2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,4.0,0.5,818871.0,3063.0,374.05159054356545
Primary and Secondary Syphilis,2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,7.0,0.9,813008.0,3211.0,394.9530631924901
AIDS prevalence,2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,348.0,38.0,916433.0,5892.0,642.9275244344104
AIDS prevalence,2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,335.0,37.0,905520.0,6419.0,708.8744588744589
AIDS prevalence,2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,341.0,38.0,896324.0,6147.0,685.8011165605295
AIDS prevalence,2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,333.0,37.5,887690.0,5392.0,607.4192567225044
AIDS prevalence,2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,326.0,37.2,876889.0,5295.0,603.8392544552389
AIDS prevalence,2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,330.0,38.0,867518.0,5026.0,579.3539730587722
AIDS prevalence,2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,320.0,37.2,859671.0,4603.0,535.4373940728489
AIDS prevalence,2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,315.0,37.0,852177.0,4016.0,471.2635989941057
AIDS prevalence,2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,299.0,35.4,843619.0,3930.0,465.85010532005566
AIDS prevalence,2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,295.0,35.2,837310.0,3464.0,413.70579594176587
AIDS prevalence,2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,258.0,31.0,831036.0,3163.0,380.60926361794196
AIDS prevalence,2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,214.0,26.1,818891.0,3063.0,374.04245497874564
AIDS prevalence,2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,200.0,24.6,813046.0,3211.0,394.93460394614823
HIV prevalence,2020,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,687.0,75.0,916433.0,5892.0,642.9275244344104
HIV prevalence,2019,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,661.0,73.0,905520.0,6419.0,708.8744588744589
HIV prevalence,2018,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,637.0,71.1,896324.0,6147.0,685.8011165605295
HIV prevalence,2017,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,615.0,69.3,887690.0,5392.0,607.4192567225044
HIV prevalence,2016,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,575.0,65.6,876889.0,5295.0,603.8392544552389
HIV prevalence,2015,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,563.0,64.9,867518.0,5026.0,579.3539730587722
HIV prevalence,2014,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,537.0,62.5,859671.0,4603.0,535.4373940728489
HIV prevalence,2013,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,524.0,61.5,852177.0,4016.0,471.2635989941057
HIV prevalence,2012,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,488.0,57.8,843619.0,3930.0,465.85010532005566
HIV prevalence,2011,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,474.0,56.6,837310.0,3464.0,413.70579594176587
HIV prevalence,2010,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,419.0,50.4,831036.0,3163.0,380.60926361794196
HIV prevalence,2009,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,328.0,40.1,818891.0,3063.0,374.04245497874564
HIV prevalence,2008,Montana,Ages 13 years and older,All races/ethnicities,Both sexes,305.0,37.5,813046.0,3211.0,394.93460394614823
Gonorrhea,2020,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,3431.0,215.7,1590638.0,12414.0,780.4415586701689
Gonorrhea,2019,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,2966.0,186.5,1590638.0,12429.0,781.3845765032646
Gonorrhea,2018,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,2694.0,170.4,1580702.0,10865.0,687.3528343735885
Gonorrhea,2017,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,2651.0,168.8,1570194.0,11302.0,719.7836700433195
Gonorrhea,2016,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,2156.0,138.2,1560031.0,10428.0,668.4482551949287
Gonorrhea,2015,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1701.0,109.9,1547418.0,9701.0,626.9152872720881
Gonorrhea,2014,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1457.0,94.8,1537526.0,9008.0,585.8762713606144
Gonorrhea,2013,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1380.0,90.5,1524957.0,8716.0,571.5570996428096
Gonorrhea,2012,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1428.0,94.3,1514218.0,8172.0,539.6845104205603
Gonorrhea,2011,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1350.0,89.8,1503364.0,8118.0,539.988984703638
Gonorrhea,2010,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1186.0,79.4,1494016.0,6309.0,422.28463416723787
Gonorrhea,2009,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1373.0,93.6,1467168.0,6803.0,463.6824140112107
Gonorrhea,2008,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,1457.0,100.0,1457423.0,7029.0,482.2896303955681
Chlamydia,2020,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,8829.0,555.1,1590638.0,12414.0,780.4415586701689
Chlamydia,2019,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,9282.0,583.5,1590638.0,12429.0,781.3845765032646
Chlamydia,2018,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,8015.0,507.1,1580702.0,10865.0,687.3528343735885
Chlamydia,2017,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,8582.0,546.6,1570194.0,11302.0,719.7836700433195
Chlamydia,2016,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,8186.0,524.7,1560031.0,10428.0,668.4482551949287
Chlamydia,2015,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,7950.0,513.8,1547418.0,9701.0,626.9152872720881
Chlamydia,2014,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,7482.0,486.6,1537526.0,9008.0,585.8762713606144
Chlamydia,2013,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,7281.0,477.5,1524957.0,8716.0,571.5570996428096
Chlamydia,2012,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,6728.0,444.3,1514218.0,8172.0,539.6845104205603
Chlamydia,2011,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,6758.0,449.5,1503364.0,8118.0,539.988984703638
Chlamydia,2010,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,5111.0,342.1,1494016.0,6309.0,422.28463416723787
Chlamydia,2009,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,5419.0,369.4,1467168.0,6803.0,463.6824140112107
Chlamydia,2008,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,5557.0,381.3,1457423.0,7029.0,482.2896303955681
"Early Non-Primary, Non-Secondary Syphilis",2020,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,50.0,3.1,1590638.0,12414.0,780.4415586701689
"Early Non-Primary, Non-Secondary Syphilis",2019,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,46.0,2.9,1590638.0,12429.0,781.3845765032646
"Early Non-Primary, Non-Secondary Syphilis",2018,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,37.0,2.3,1580702.0,10865.0,687.3528343735885
"Early Non-Primary, Non-Secondary Syphilis",2017,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,26.0,1.7,1570194.0,11302.0,719.7836700433195
"Early Non-Primary, Non-Secondary Syphilis",2016,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,19.0,1.2,1560031.0,10428.0,668.4482551949287
"Early Non-Primary, Non-Secondary Syphilis",2015,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,5.0,0.3,1547418.0,9701.0,626.9152872720881
"Early Non-Primary, Non-Secondary Syphilis",2014,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,19.0,1.2,1537526.0,9008.0,585.8762713606144
"Early Non-Primary, Non-Secondary Syphilis",2013,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,14.0,0.9,1524957.0,8716.0,571.5570996428096
"Early Non-Primary, Non-Secondary Syphilis",2012,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,8.0,0.5,1514218.0,8172.0,539.6845104205603
"Early Non-Primary, Non-Secondary Syphilis",2011,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,,,1503364.0,8118.0,539.988984703638
"Early Non-Primary, Non-Secondary Syphilis",2010,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,,,1494016.0,6309.0,422.28463416723787
"Early Non-Primary, Non-Secondary Syphilis",2009,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,6.0,0.4,1467168.0,6803.0,463.6824140112107
"Early Non-Primary, Non-Secondary Syphilis",2008,Nebraska,Ages 13 years and older,All races/ethnicities,Both sexes,0.0,0.0,1457423.0,7029.0,482.2896303955681
